,2500.000,116.838,,800.000,68.475,,800.000,1.056,,800.000,0.025,,2500.000,117.278,,2500.000,-12.612,,2500.000,-11.455,,800.000,-133.835,,800.000,-133.243,,1600.000,0.106,,1600.000,0.017,,1250.000,-40.651,,,,,1600.000,0.912,,1600.000,0.055,,1600.000,0.019,,1250.000,-40.383,,,,,800.000,-93.360,,800.000,-93.214
,2360.000,118.153,,850.000,68.127,,850.000,0.946,,850.000,0.032,,2360.000,117.653,,2360.000,-12.883,,2360.000,-12.474,,850.000,-133.741,,850.000,-133.191,,1700.000,0.257,,1700.000,0.015,,1180.000,-40.529,,,,,1700.000,1.635,,1700.000,0.229,,1700.000,0.013,,1180.000,-40.192,,,,,850.000,-93.266,,850.000,-93.163
,2240.000,117.323,,900.000,68.859,,900.000,0.968,,900.000,0.027,,2240.000,117.178,,2240.000,-14.977,,2240.000,-15.265,,900.000,-133.555,,900.000,-133.142,,1800.000,0.577,,1800.000,0.010,,1120.000,-40.433,,,,,1800.000,2.663,,1800.000,0.581,,1800.000,0.011,,1120.000,-40.043,,,,,900.000,-93.080,,900.000,-93.113
,2120.000,115.507,,950.000,69.129,,950.000,0.953,,950.000,0.026,,2120.000,115.468,,2120.000,-18.120,,2120.000,-18.771,,950.000,-133.327,,950.000,-132.957,,1900.000,0.333,,1900.000,0.014,,1060.000,-40.449,,,,,1900.000,2.736,,1900.000,0.379,,1900.000,0.010,,1060.000,-40.027,,,,,950.000,-92.852,,950.000,-92.928
,2000.000,111.993,,1000.000,71.120,,1000.000,1.182,,1000.000,0.029,,2000.000,112.954,,2000.000,-21.998,,2000.000,-22.593,,1000.000,-133.029,,1000.000,-132.682,,2000.000,0.140,,2000.000,0.009,,1000.000,-40.475,,,,,2000.000,2.081,,2000.000,0.130,,2000.000,0.013,,1000.000,-40.028,,,,,1000.000,-92.554,,1000.000,-92.654
,1900.000,110.708,,1060.000,73.809,,1060.000,1.648,,1060.000,0.024,,1900.000,111.049,,1900.000,-24.015,,1900.000,-24.523,,1060.000,-132.681,,1060.000,-132.359,,2120.000,0.098,,2120.000,0.004,,950.000,-40.498,,,,,2120.000,1.393,,2120.000,0.108,,2120.000,0.002,,950.000,-40.030,,,,,1060.000,-92.206,,1060.000,-92.331
,1800.000,110.631,,1120.000,74.095,,1120.000,1.778,,1120.000,0.024,,1800.000,110.736,,1800.000,-24.240,,1800.000,-24.656,,1120.000,-132.389,,1120.000,-132.085,,2240.000,0.095,,,,,900.000,-40.554,,,,,2240.000,0.889,,2240.000,0.120,,,,,900.000,-40.063,,,,,1120.000,-91.914,,1120.000,-92.056
,1700.000,110.965,,1180.000,72.790,,1180.000,1.597,,1180.000,0.023,,1700.000,110.683,,1700.000,-24.714,,1700.000,-24.908,,1180.000,-132.288,,1180.000,-131.984,,2360.000,0.106,,,,,850.000,-40.600,,,,,2360.000,0.773,,2360.000,0.128,,,,,850.000,-40.093,,,,,1180.000,-91.813,,1180.000,-91.956
,1600.000,110.118,,1250.000,70.778,,1250.000,1.354,,1250.000,0.063,,1600.000,110.084,,1600.000,-25.392,,1600.000,-25.373,,1250.000,-132.512,,1250.000,-132.537,,2500.000,0.136,,,,,800.000,-40.639,,,,,2500.000,0.831,,2500.000,0.155,,,,,800.000,-40.126,,,,,1250.000,-92.037,,1250.000,-92.508
,1500.000,108.886,,1320.000,70.461,,1320.000,1.249,,1320.000,0.061,,1500.000,109.301,,1500.000,-26.545,,1500.000,-25.838,,1320.000,-133.796,,1320.000,-134.066,,2650.000,0.109,,,,,750.000,-40.681,,,,,2650.000,0.796,,2650.000,0.125,,,,,750.000,-40.160,,,,,1320.000,-93.321,,1320.000,-94.037
